file_name,latitude,longitude,altitude,date_time
IMG_3600.JPG,40.6465,-73.78966666666666,,2013:07:28 19:02:00
IMG_3603.JPG,40.70366666666666,-74.097,,2013:07:29 10:05:23
IMG_3605.JPG,40.690666666666665,-74.0425,2.4441012970969735,2013:07:29 10:07:50
IMG_3607.JPG,40.69016666666667,-74.04266666666666,6.688098495212039,2013:07:29 10:08:16
IMG_3613.JPG,40.689,-74.04366666666667,22.880661394680086,2013:07:29 10:21:47
IMG_3615.JPG,40.689166666666665,-74.0435,11.778825995807129,2013:07:29 10:21:58
IMG_3616.JPG,40.689,-74.04366666666667,0.549724557842853,2013:07:29 10:22:51
IMG_3617.JPG,40.689,-74.04366666666667,0.549724557842853,2013:07:29 10:22:51
IMG_3618.JPG,40.689166666666665,-74.04366666666667,1.1795692665890571,2013:07:29 10:25:02
IMG_3619.JPG,40.689166666666665,-74.04366666666667,3.0901413025824267,2013:07:29 10:25:30
IMG_3620.JPG,40.689166666666665,-74.04366666666667,3.1406151914626492,2013:07:29 10:25:59
IMG_3621.JPG,40.689166666666665,-74.04366666666667,2.9010903426791277,2013:07:29 10:26:07
IMG_3623.JPG,40.68866666666667,-74.04383333333334,11.837720879913451,2013:07:29 10:29:01
IMG_3625.JPG,40.693666666666665,-74.03266666666667,9.07627711686494,2013:07:29 11:10:38
IMG_3627.JPG,40.694,-74.032,8.678560250391236,2013:07:29 11:10:51
IMG_3629.JPG,40.6945,-74.0305,6.562959558823529,2013:07:29 11:11:20
IMG_3631.JPG,40.7,-74.01816666666667,7.916761687571266,2013:07:29 11:15:25
IMG_3632.JPG,40.707,-74.01116666666667,18.79397394136808,2013:07:29 11:41:32
IMG_3633.JPG,40.707,-74.01116666666667,18.79397394136808,2013:07:29 11:41:33
IMG_3635.JPG,40.708666666666666,-74.008,,2013:07:29 11:50:29
IMG_3637.JPG,40.70733333333333,-74.011,17.164619164619165,2013:07:29 11:50:42
IMG_3639.JPG,40.70733333333333,-74.011,17.164619164619165,2013:07:29 11:50:50
IMG_3640.JPG,40.708666666666666,-74.008,,2013:07:29 12:07:21
IMG_3641.JPG,40.708666666666666,-74.008,,2013:07:29 12:07:21
IMG_3642.JPG,40.709833333333336,-74.01283333333333,29.234375,2013:07:29 12:07:49
IMG_3644.JPG,40.708666666666666,-74.008,,2013:07:29 12:29:55
IMG_3647.JPG,40.714166666666664,-74.017,9.745895230648944,2013:07:29 12:30:07
IMG_3648.JPG,40.714166666666664,-74.0165,11.049507168458781,2013:07:29 12:30:50
IMG_3650.JPG,40.708666666666666,-74.00016666666667,21.45635528330781,2013:07:29 13:07:35
IMG_3652.JPG,40.7085,-73.99983333333333,30.570149253731344,2013:07:29 13:07:51
IMG_3653.JPG,40.7085,-73.99983333333333,30.570149253731344,2013:07:29 13:07:52
IMG_3655.JPG,40.708,-73.99933333333334,31.539209332469216,2013:07:29 13:10:34
IMG_3656.JPG,,,,2013:07:29 16:03:31
IMG_3658.JPG,,,,2013:07:29 16:03:42
IMG_3660.JPG,,,,2013:07:29 16:03:49
IMG_3662.JPG,,,,2013:07:29 16:04:12
IMG_3665.JPG,40.7395,-73.99783333333333,,2013:07:29 17:02:38
IMG_3667.JPG,40.74166666666667,-73.9895,0.0,2013:07:29 17:07:08
IMG_3669.JPG,40.7495,-73.99033333333334,,2013:07:29 18:21:15
IMG_3670.JPG,40.75066666666667,-73.99116666666667,39.63984674329502,2013:07:29 18:21:28
IMG_3671.JPG,40.75066666666667,-73.99116666666667,39.63984674329502,2013:07:29 18:21:28
IMG_3672.JPG,40.75066666666667,-73.99116666666667,39.63984674329502,2013:07:29 18:23:09
IMG_3673.JPG,40.754666666666665,-73.9735,,2013:07:29 23:47:36
IMG_3674.JPG,40.754666666666665,-73.9735,,2013:07:29 23:48:03
IMG_3677.JPG,39.943333333333335,-75.161,,2013:07:30 12:47:47
IMG_3678.JPG,40.75416666666667,-73.98383333333334,,2013:07:30 21:16:58
IMG_3679.JPG,40.75416666666667,-73.98383333333334,,2013:07:30 21:16:59
IMG_3681.JPG,40.75566666666667,-73.983,,2013:07:30 21:21:35
IMG_3682.JPG,40.75566666666667,-73.983,,2013:07:30 21:22:43
IMG_3683.JPG,40.75566666666667,-73.983,,2013:07:30 21:22:43
IMG_3685.JPG,40.75566666666667,-73.983,,2013:07:30 21:24:12
IMG_3686.JPG,,,,2013:07:30 21:25:48
IMG_3687.JPG,,,,2013:07:30 21:25:48
IMG_3688.JPG,,,,2013:07:30 21:26:03
IMG_3689.JPG,,,,2013:07:30 21:26:04
IMG_3691.JPG,40.758,-73.98783333333333,11.081661891117479,2013:07:30 21:26:50
IMG_3693.JPG,40.758,-73.98783333333333,11.081661891117479,2013:07:30 21:26:58
IMG_3695.JPG,40.757,-73.98666666666666,17.302908726178536,2013:07:30 21:27:49
IMG_3696.JPG,40.75716666666667,-73.98666666666666,17.904024767801857,2013:07:30 21:28:39
IMG_3697.JPG,40.75716666666667,-73.98666666666666,17.899786780383796,2013:07:30 21:28:39
IMG_3698.JPG,40.757,-73.98633333333333,18.27713625866051,2013:07:30 21:29:06
IMG_3699.JPG,40.757,-73.98633333333333,18.27713625866051,2013:07:30 21:29:06
IMG_3700.JPG,40.75716666666667,-73.98666666666666,17.885662431941924,2013:07:30 21:30:17
IMG_3701.JPG,40.75716666666667,-73.98666666666666,17.885662431941924,2013:07:30 21:30:17
IMG_3705.JPG,40.7565,-73.98566666666666,32.093555093555096,2013:07:30 21:33:56
IMG_3706.JPG,40.757,-73.9865,76.34823091247672,2013:07:30 21:34:48
IMG_3707.JPG,40.75633333333333,-73.98533333333333,110.70440251572327,2013:07:30 21:35:54
IMG_3709.JPG,40.7575,-73.98666666666666,25.579881656804734,2013:07:30 21:46:34
IMG_3712.JPG,40.75816666666667,-73.98483333333333,92.0251798561151,2013:07:30 21:58:16
IMG_3713.JPG,,,,
IMG_3716.JPG,,,,
IMG_3717.JPG,38.926,-76.915,,2013:07:31 10:03:09
IMG_3719.JPG,38.926,-76.915,,2013:07:31 10:03:18
IMG_3721.JPG,38.889833333333335,-77.00766666666667,15.06767283349562,2013:07:31 10:03:27
IMG_3723.JPG,38.889833333333335,-77.0105,12.67458432304038,2013:07:31 10:34:19
IMG_3725.JPG,38.893,-77.04133333333333,,2013:07:31 14:22:50
IMG_3727.JPG,38.893,-77.04133333333333,,2013:07:31 15:39:39
IMG_3730.JPG,38.893,-77.04133333333333,,2013:07:31 15:39:49
IMG_3731.JPG,38.889,-77.04916666666666,11.431865828092244,2013:07:31 15:41:07
IMG_3732.JPG,38.889,-77.04916666666666,11.227718152123192,2013:07:31 15:41:36
IMG_3734.JPG,38.88933333333333,-77.05,19.84664536741214,2013:07:31 15:47:02
IMG_3735.JPG,38.88916666666667,-77.05016666666667,15.947872340425532,2013:07:31 15:49:35
IMG_3737.JPG,38.88916666666667,-77.04966666666667,15.32463768115942,2013:07:31 15:51:12
IMG_3740.JPG,38.89533333333333,-77.03666666666666,13.669813176007866,2013:07:31 16:23:27
IMG_3742.JPG,38.8985,-77.0365,16.954379562043794,2013:07:31 16:37:56
IMG_3744.JPG,38.89783333333333,-77.00633333333333,,2013:07:31 20:12:02
IMG_3746.JPG,38.89783333333333,-77.00633333333333,,2013:07:31 20:12:23
IMG_3747.JPG,40.755,-73.97766666666666,,2013:08:01 09:36:55
IMG_3748.JPG,,,,2013:08:01 11:55:34
IMG_3752.JPG,,,,2013:08:01 12:13:07
IMG_3753.JPG,,,,2013:08:01 12:13:07
IMG_3754.JPG,,,,2013:08:01 12:13:57
IMG_3756.JPG,,,,2013:08:01 12:28:24
IMG_3758.JPG,40.763666666666666,-73.966,,2013:08:01 13:34:20
IMG_3759.JPG,40.763666666666666,-73.966,,2013:08:01 13:34:20
IMG_3760.JPG,40.75566666666667,-73.983,,2013:08:01 18:44:15
IMG_3762.JPG,40.75566666666667,-73.983,,2013:08:01 18:45:53
IMG_3763.JPG,40.75566666666667,-73.983,,2013:08:01 18:45:53
IMG_3764.JPG,40.75566666666667,-73.983,,2013:08:01 18:46:00
IMG_3765.JPG,40.75566666666667,-73.983,,2013:08:01 18:46:00
IMG_3766.JPG,40.75566666666667,-73.983,,2013:08:01 18:46:49
IMG_3767.JPG,,,,2013:08:01 18:48:15
IMG_3768.JPG,,,,2013:08:01 18:48:15
IMG_3770.JPG,40.7555,-73.9875,9.014348785871965,2013:08:01 18:49:31
IMG_3771.JPG,,,,2013:08:01 19:55:07
IMG_3773.JPG,,,,2013:08:01 19:55:16
IMG_3774.JPG,,,,2013:08:01 19:55:26
IMG_3776.JPG,,,,2013:08:01 19:55:36
IMG_3784.JPG,40.75516666666667,-73.97716666666666,,2013:08:01 21:27:31
IMG_3786.JPG,40.75516666666667,-73.97716666666666,,2013:08:01 21:27:40
IMG_3788.JPG,40.755,-73.9775,,2013:08:01 21:28:06
IMG_3791.JPG,40.75483333333333,-73.97816666666667,,2013:08:01 21:37:21
IMG_3792.JPG,,,,2013:08:02 13:36:47
IMG_3794.JPG,,,,2013:08:02 13:36:57
IMG_3796.JPG,41.2635,-72.997,0.0,2013:08:02 13:47:34
IMG_3798.JPG,41.286833333333334,-72.88133333333333,12.000436871996506,2013:08:02 16:20:58
IMG_3800.JPG,41.36183333333334,-71.96333333333334,11.103338632750397,2013:08:02 18:26:46
IMG_3801.JPG,41.36183333333334,-71.96333333333334,11.103338632750397,2013:08:02 18:26:47
IMG_3802.JPG,41.362,-71.9635,12.164677804295943,2013:08:02 18:27:36
IMG_3803.JPG,41.362,-71.9635,12.164677804295943,2013:08:02 18:27:36
