file_name,latitude,longitude,altitude,date_time,coordenadas,dia
IMG_5457.JPG,38.26288,-0.71286,,2013-07-27 20:55:08,NO,1
IMG_5460.JPG,51.46819,-0.45429,,2013-07-28 10:22:27,NO,2
IMG_3600.JPG,40.6465,-73.78966666666666,,2013-07-28 19:02:00,SI,2
IMG_5461.JPG,40.6465,-73.78966666666666,,2013-07-28 20:43:50,NO,2
IMG_5464.JPG,40.7589,-73.9851,,2013-07-28 20:46:11,NO,2
IMG_5465.JPG,40.7608,-73.9676,,2013-07-28 21:08:45,NO,2
IMG_5467.JPG,40.7505,-73.984,,2013-07-28 21:10:28,NO,2
IMG_5469.JPG,40.7527,-73.9834,,2013-07-28 21:14:44,NO,2
IMG_5474.JPG,40.7516,-73.9755,,2013-07-28 21:47:51,NO,2
IMG_5480.JPG,40.7484,-73.9857,,2013-07-28 21:53:52,NO,2
IMG_5483.JPG,40.7527,-73.9772,,2013-07-28 22:02:26,NO,2
IMG_5485.JPG,40.75449,-73.97735,,2013-07-29 08:22:43,NO,3
IMG_5486.JPG,40.75473,-73.97662,,2013-07-29 08:48:37,NO,3
IMG_5492.JPG,40.7527,-73.9772,,2013-07-29 09:33:25,NO,3
IMG_5498.JPG,40.69016666666667,-74.04266666666666,,2013-07-29 09:59:08,NO,3
IMG_5505.JPG,40.70092,-74.01977,,2013-07-29 10:00:26,NO,3
IMG_5508.JPG,40.69419,-74.03067,,2013-07-29 10:03:02,NO,3
IMG_3603.JPG,40.69326,-74,03972,,2013-07-29 10:05:23,SI,3
IMG_3605.JPG,40.69066666666667,-74.0425,2.444101297096973,2013-07-29 10:07:50,SI,3
IMG_3607.JPG,40.69016666666667,-74.04266666666666,6.688098495212039,2013-07-29 10:08:16,SI,3
IMG_5519.JPG,40.69016666666667,-74.04266666666666,,2013-07-29 10:10:04,NO,3
IMG_5534.JPG,40.689,-74.04366666666667,,2013-07-29 10:21:45,NO,3
IMG_3613.JPG,40.689,-74.04366666666667,22.88066139468009,2013-07-29 10:21:47,SI,3
IMG_3615.JPG,40.68916666666667,-74.0435,11.77882599580713,2013-07-29 10:21:58,SI,3
IMG_3616.JPG,40.689,-74.04366666666667,0.549724557842853,2013-07-29 10:22:51,SI,3
IMG_3617.JPG,40.689,-74.04366666666667,0.549724557842853,2013-07-29 10:22:51,SI,3
IMG_3618.JPG,40.68916666666667,-74.04366666666667,1.179569266589057,2013-07-29 10:25:02,SI,3
IMG_3619.JPG,40.68916666666667,-74.04366666666667,3.090141302582427,2013-07-29 10:25:30,SI,3
IMG_3620.JPG,40.68916666666667,-74.04366666666667,3.140615191462649,2013-07-29 10:25:59,SI,3
IMG_3621.JPG,40.68916666666667,-74.04366666666667,2.901090342679128,2013-07-29 10:26:07,SI,3
IMG_3623.JPG,40.68866666666667,-74.04383333333334,11.83772087991345,2013-07-29 10:29:01,SI,3
IMG_3625.JPG,40.69366666666667,-74.03266666666667,9.07627711686494,2013-07-29 11:10:38,SI,3
IMG_3627.JPG,40.694,-74.032,8.678560250391236,2013-07-29 11:10:51,SI,3
IMG_3629.JPG,40.6945,-74.0305,6.562959558823529,2013-07-29 11:11:20,SI,3
IMG_3631.JPG,40.7,-74.01816666666667,7.916761687571266,2013-07-29 11:15:25,SI,3
IMG_5608.JPG,40.7,-74.01816666666667,,2013-07-29 11:17:14,NO,3
